chr19:15778978-15778978	chr19:15917978-15917978
chr18:54397739-54397739	chr18:56246759-56246759
chr20:60773709-60773709	chr20:61303264-61303264
chr8:95820825-95820825	chr8:95751649-95751649
chr17:39643990-39643990	chr17:42288464-42288464
chr1:174792848-174792848	chr1:176526225-176526225
chr3:36851386-36851386	chr3:36876382-36876382
chr1:12862279-12862279	chr1:12939692-12939692
chr15:62167833-62167833	chr15:64380780-64380780
chr10:365384-365384	chr10:375384-375384
chr1:150592348-150592348	chr1:152325724-152325724
chr11:59039187-59039187	chr11:59282611-59282611
chr1:158559852-158559852	chr1:160293228-160293228
chr5:147766049-147766049	chr5:147785856-147785856
chr13:112786348-112786348	chr13:113738347-113738347
chr5:76660615-76660615	chr5:76624859-76624859
chr9:35791954-35791954	chr9:35801954-35801954
chr19:44054315-44054315	chr19:39362475-39362475
chr20:47706547-47706553	chr20:48273140-48273146
chr2:242404541-242404541	chr2:242755868-242755868
chr2:15385836-15385836	chr2:15468385-15468385
chr10:65600039-65600039	chr10:65930033-65930033
chr13:42686228-42686228	chr13:43788228-43788228
chr16:79634693-79634693	chr16:81077192-81077192
chr13:27509346-27509346	chr13:28611346-28611346
chr1:120647610-120647610	chr1:120846087-120846087
chr16:33512964-33512964	chr16:33605463-33605463
chr20:30184573-30184573	chr20:30720912-30720912
chr5:77559766-77559766	chr5:77524010-77524010
chr22:17776100-17776100	chr22:19396100-19396100
chr11:48224063-48224063	chr11:48267487-48267487
chr6:110608462-110608462	chr6:110501769-110501769
chr7:150323244-150323244	chr7:150692311-150692311
chr7:154493717-154493717	chr7:154862784-154862784
chr11:106929120-106929120	chr11:107423910-107423910
chrX:69341675-69341675	chrX:69424950-69424950
chr5:7679301-7679301	chr5:7626301-7626301
chr1:233996196-233996196	chr1:235929573-235929573
chr8:86234426-86234426	chr8:86047174-86047174
chr2:109381647-109381647	chr2:110015215-110015215
chr3:42906274-42906274	chr3:42931270-42931270
chrX:24676988-24676988	chrX:24767067-24767067
chr7:113305085-113305085	chr7:113517849-113517849
chr2:31342859-31342859	chr2:31489355-31489355
chr2:157115492-157115492	chr2:157407246-157407246
chr2:46692894-46692894	chr2:46839390-46839390
chr1:222203862-222203862	chr1:224137239-224137239
chr1:231009398-231009398	chr1:232942775-232942775
chr15:20513700-20513700	chr15:22962259-22962259
chr20:54466913-54466913	chr20:55033506-55033506
chr8:86909738-86909738	chr8:86816069-86816069
chr12:88389605-88389605	chr12:89865474-89865474
chrX:53983375-53983375	chrX:53966650-53966650
chr10:50622149-50622149	chr10:50952143-50952143
chrX:147551369-147551369	chrX:147743677-147743677
chr20:324869-324869	chr20:376869-376869
chr12:107510098-107510098	chr12:108985969-108985969
chr22:22913177-22913177	chr22:24583177-24583177
chr15:72275419-72275419	chr15:74488366-74488366
chr12:54773593-54773593	chr12:56487326-56487326
chr21:27135344-27135345	chr21:28213473-28213474
chr1:243085413-243085413	chr1:245018790-245018790
chr19:58102204-58102204	chr19:53410392-53410392
chr4:134293192-134293192	chr4:134073742-134073742
chr1:150861946-150861946	chr1:152595322-152595322
chr1:156888965-156888965	chr1:158622341-158622341
chr2:198657523-198657523	chr2:198949278-198949278
chr6:26264779-26264779	chr6:26156800-26156800
chr11:85137080-85137080	chr11:85459432-85459432
chr1:224618370-224618370	chr1:226551747-226551747
chr22:21926071-21926071	chr22:23596071-23596071
chr11:55814187-55814187	chr11:56057611-56057611
chr7:95564767-95564767	chr7:95726831-95726831
chr19:49952207-49952207	chr19:45260367-45260367
chr8:1501439-1501439	chr8:1514032-1514032
chr19:23907656-23907656	chr19:24115816-24115816
chr3:122931451-122931451	chr3:121448761-121448761
chr1:202854465-202854465	chr1:204587842-204587842
chr5:80458675-80458675	chr5:80422919-80422919
chr2:46462273-46462273	chr2:46608769-46608769
chr13:98160121-98160121	chr13:99362120-99362120
chr7:115676382-115676382	chr7:115889146-115889146
chr2:61268866-61268866	chr2:61415362-61415362
chr11:118277580-118277580	chr11:118772370-118772370
chr15:77128973-77128973	chr15:79341918-79341918
chrX:91125016-91125016	chrX:91238360-91238360
chr6:27907017-27907017	chr6:27799038-27799038
chr2:160702858-160702858	chr2:160994612-160994612
chrX:106693050-106693050	chrX:106806394-106806394
chr18:29963891-29963891	chr18:31709893-31709893
chr11:49554473-49554473	chr11:49597897-49597897
chrMT:8866-8866	NA
chr1:157442362-157442362	chr1:159175738-159175738
chr8:17445289-17445289	chr8:17400910-17400910
chr1:99545047-99545047	chr1:99772459-99772459
chr1:6114280-6114280	chr1:6191693-6191693
chr2:72212998-72212998	chr2:72359490-72359490
chr7:129706633-129706633	chr7:129919397-129919397
chr12:6958035-6958035	chr12:7087774-7087774
chr3:157878198-157878198	chr3:156395504-156395504
chr4:40135314-40135314	chr4:40440557-40440557
chrX:54976981-54976981	chrX:54960256-54960256
chr1:157002983-157002983	chr1:158736359-158736359
chr4:26471852-26471852	chr4:26862754-26862754
chr13:31848890-31848890	chr13:32950890-32950890
chr6:51383455-51383496	chr6:51275496-51275537
chr19:54377857-54377857	chr19:49686045-49686045
chr3:197440158-197440158	chr3:195955761-195955761
chr9:111682727-111682727	chr9:112642906-112642906
chr5:162817173-162817173	chr5:162884595-162884595
chr2:218633939-218633939	chr2:218925694-218925694
chr1:101134759-101134759	chr1:101362171-101362171
chr4:176135658-176135658	chr4:175899083-175899083
chr3:25597188-25597188	chr3:25622184-25622184
chr3:69109577-69109577	chr3:69026887-69026887
chr17:58852249-58852249	chr17:61498517-61498517
chr1:2434194-2434194	chr1:2444334-2444334
chr9:110664503-110664503	chr9:111624682-111624682
chr11:92354349-92354349	chr11:92714701-92714701
chr7:43513298-43513298	chr7:43546773-43546773
chr2:170493499-170493499	chr2:170785253-170785253
chr19:15210880-15210880	chr19:15349880-15349880
chr9:80841902-80841902	chr9:81652082-81652082
chr12:6954707-6954709	chr12:7084446-7084448
chrX:34058264-34058264	chrX:34148343-34148343
chr13:18138508-18138508	chr13:19240508-19240508
chr16:71379929-71379929	chr16:72822428-72822428
chr3:78749499-78749499	chr3:78666809-78666809
chr2:235615745-235615745	chr2:235951006-235951006
chr12:5933023-5933023	chr12:6062762-6062762
chr7:55947872-55947872	chr7:55980378-55980378
chr16:51747939-51747939	chr16:53190438-53190438
chr20:282082-282082	chr20:334082-334082
chr16:27364870-27364870	chr16:27457369-27457369
chrX:99990363-99990363	chrX:100103707-100103707
chr20:57038865-57038865	chr20:57605470-57605470
chrX:31054701-31054701	chrX:31144780-31144780
chr21:33844235-33844235	chr21:34922365-34922365
chr3:78849125-78849125	chr3:78766435-78766435
chr6:32425901-32425904	chr6:32317923-32317926
chr15:41314363-41314363	chr15:43527071-43527071
chr7:138136676-138136676	chr7:138486136-138486136
chr14:54973283-54973283	chr14:55903530-55903530
chr5:145952803-145952803	chr5:145972610-145972610
chr2:227370859-227370859	chr2:227662615-227662615
chr19:54070722-54070722	chr19:49378910-49378910
chr11:107683908-107683928	chr11:108178698-108178718
chr12:70966759-70966759	chr12:72680492-72680492
chr18:75037834-75037834	chr18:76936846-76936846
chr6:43526486-43526486	chr6:43418508-43418508
chr14:19656235-19656235	chr14:20586395-20586395
chr11:5320674-5320674	chr11:5364098-5364098
chr5:39756825-39756825	chr5:39721068-39721068
chr16:68765796-68765796	chr16:70208295-70208295
chr7:141408874-141408874	chr7:141762405-141762405
chr11:59754088-59754088	chr11:59997512-59997512
chr2:208871627-208871627	chr2:209163382-209163382
chr22:35664191-35664191	chr22:37334245-37334245
chr19:11459600-11459600	chr19:11598600-11598600
chr19:11804370-11804370	chr19:11943370-11943370
chr8:92424811-92424811	chr8:92355635-92355635
chr6:35367425-35367425	chr6:35259447-35259447
chr12:43200207-43200207	chr12:44913940-44913940
chrX:152686981-152686981	chrX:153033787-153033787
chr5:140575467-140575467	chr5:140595283-140595283
chr20:1241341-1241341	chr20:1293341-1293341
chr15:60816457-60816457	chr15:63029165-63029165
chr19:55504858-55504858	chr19:50813046-50813046
chr7:5303263-5303263	chr7:5336737-5336737
chr1:78049154-78049154	chr1:78276566-78276566
chr1:152808585-152808585	chr1:154541961-154541961
chr7:6149157-6149157	chr7:6182631-6182631
chr13:47849158-47849158	chr13:48951157-48951157
chr9:139601274-139601274	chr9:140481453-140481453
chr10:68951646-68951646	chr10:69281640-69281640
chr2:179210360-179210360	chr2:179502115-179502115
chr17:45508692-45508692	chr17:48153693-48153693
chr6:55221496-55221496	chr6:55113537-55113537
chr9:107167671-107167671	chr9:108127850-108127850
chr14:102406332-102406332	chr14:103336579-103336579
chr4:164280980-164280980	chr4:164061530-164061530
chr11:666486-666486	chr11:676486-676486
chr17:73612671-73612671	chr17:76101076-76101076
chr7:131468444-131468444	chr7:131817904-131817904
chr5:52237488-52237488	chr5:52201731-52201731
chr19:54695629-54695630	chr19:50003817-50003818
chr21:37020338-37020338	chr21:38098468-38098468
chr17:8156289-8156289	chr17:8215564-8215564
chr3:14744981-14744981	chr3:14769977-14769977
chr17:177415-177415	chr17:177415-177415
chr1:62448445-62448453	chr1:62675857-62675865
chr13:93919262-93919262	chr13:95121261-95121261
chr16:24725061-24725061	chr16:24817560-24817560
chr9:126714027-126714027	chr9:127674206-127674206
chr19:16841673-16841673	chr19:16980673-16980673
chr1:43843185-43843185	chr1:44070598-44070598
chr12:50449124-50449124	chr12:52162857-52162857
chr5:101783471-101783471	chr5:101755572-101755572
chr1:228994853-228994853	chr1:230928230-230928230
chr11:119852635-119852635	chr11:120347425-120347425
chr1:109819740-109819740	chr1:110018217-110018217
chr18:46156252-46156252	chr18:47902254-47902254
chr18:7878115-7878115	chr18:7888115-7888115
chr15:83265282-83265282	chr15:85464278-85464278
chr22:20899547-20899547	chr22:22569547-22569547
chr3:36849176-36849176	chr3:36874172-36874172
chr3:68549182-68549182	chr3:68466492-68466492
chr12:109362567-109362567	chr12:110878184-110878184
chr15:75260134-75260134	chr15:77473079-77473079
chr9:122239448-122239448	chr9:123199627-123199627
chr3:139866614-139866614	chr3:138383924-138383924
chr3:138191000-138191000	chr3:136708310-136708310
chr19:50956887-50956888	chr19:46265047-46265048
chr1:86957798-86957798	chr1:87185210-87185210
chr16:62852596-62852596	chr16:64295095-64295095
chr8:76060816-76060816	chr8:75898261-75898261
chr14:71275621-71275621	chr14:72205868-72205868
chr9:36160089-36160089	chr9:36170089-36170089
chr5:140585097-140585097	chr5:140604913-140604913
chr11:116757696-116757697	chr11:117252486-117252487
chr4:38475331-38475331	chr4:38798936-38798936
chr6:18230505-18230505	chr6:18122526-18122526
chr2:162123354-162123354	chr2:162415108-162415108
chr17:53438792-53438792	chr17:56083793-56083793
chr17:77247669-77247669	chr17:79637264-79637264
chr21:44824321-44824321	chr21:45999893-45999893
chr8:110541034-110541034	chr8:110471858-110471858
chr6:29868514-29868514	chr6:29760535-29760535
chr11:107888976-107888976	chr11:108383766-108383766
chrX:151087640-151087640	chrX:151336984-151336984
chr1:195663266-195663266	chr1:197396643-197396643
chrX:54294827-54294827	chrX:54278102-54278102
chr8:120561734-120561734	chr8:120492553-120492553
chr19:20104313-20104313	chr19:20243313-20243313
chr14:63498063-63498063	chr14:64428310-64428310
chrX:54159755-54159755	chrX:54143030-54143030
chr2:21079132-21079132	chr2:21225627-21225627
chr15:41688790-41688790	chr15:43901498-43901498
chr4:114493895-114493895	chr4:114274446-114274446
chr1:234788396-234788396	chr1:236721773-236721773
chr1:156331373-156331373	chr1:158064749-158064749
chr19:14619001-14619001	chr19:14758001-14758001
chr2:21085458-21085458	chr2:21231953-21231953
chrX:107810834-107810834	chrX:107924178-107924178
chr11:92174236-92174236	chr11:92534588-92534588
chr19:62623975-62623975	chr19:57932163-57932163
chr11:58981331-58981331	chr11:59224755-59224755
chr19:42418762-42418762	chr19:37726922-37726922
chr8:145223602-145223602	chr8:145151614-145151614
chrX:114320273-114320273	chrX:114414017-114414017
chr1:45581533-45581533	chr1:45808946-45808946
chr5:173249928-173249928	chr5:173317322-173317322
chr12:93059030-93059030	chr12:94534899-94534899
chr15:41226051-41226051	chr15:43438759-43438759
chr1:183535857-183535857	chr1:185269234-185269234
chr1:200231941-200231941	chr1:201965318-201965318
chr15:57698085-57698085	chr15:59910793-59910793
chr17:7519167-7519167	chr17:7578442-7578442
chr1:68669396-68669396	chr1:68896808-68896808
chr12:111165918-111165918	chr12:112681535-112681535
chr2:121932978-121932978	chr2:122216508-122216508
chr15:21362247-21362247	chr15:23811154-23811154
chr7:57375-57375	chr16:90241383-90241383
chr10:119033958-119033958	chr10:119043968-119043968
chr8:2897530-2897530	chr8:2910123-2910123
chr11:59383302-59383302	chr11:59626726-59626726
chr20:23496889-23496889	chr20:23548889-23548889
chrX:104897944-104897944	chrX:105011288-105011288
chr14:44715485-44715485	chr14:45645735-45645735
chr7:142542482-142542482	chr7:142832360-142832360
chr13:27811358-27811358	chr13:28913358-28913358
chr20:25225071-25225071	chr20:25277071-25277071
chr1:148202806-148202806	chr1:149936182-149936182
chr17:71734456-71734456	chr17:74222861-74222861
chr10:69317227-69317227	chr10:69647221-69647221
chr16:20514629-20514629	chr16:20607128-20607128
chr12:75964204-75964204	chr12:77440073-77440073
chr1:221532603-221532603	chr1:223465980-223465980
chr7:45183467-45183467	chr7:45216942-45216942
chrMT:8431-8431	NA
chr7:43450772-43450772	chr7:43484247-43484247
chr7:93894884-93894884	chr7:94056948-94056948
chr5:33973795-33973795	chr5:33938038-33938038
chr5:112657925-112657925	chr5:112630026-112630026
chr14:19552902-19552902	chr14:20483062-20483062
chr1:150550370-150550370	chr1:152283746-152283746
chr14:22490694-22490694	chr14:23420854-23420854
chr4:3471855-3471855	chr4:3502057-3502057
chr2:219027910-219027910	chr2:219319666-219319666
chr19:10196255-10196255	chr19:10335255-10335255
chr19:61115783-61115783	chr19:56423971-56423971
chr2:171519405-171519405	chr2:171811159-171811159
chr5:126876363-126876363	chr5:126848464-126848464
chr9:76882303-76882314	chr9:77692483-77692494
chr17:77567969-77567969	chr17:79974680-79974680
chr19:12910527-12910527	chr19:13049527-13049527
chr6:33510946-33510946	chr6:33402968-33402968
chrX:80072558-80072558	chrX:80185902-80185902
chr14:104313103-104313103	chr14:105242058-105242058
chr22:23341040-23341040	chr22:25011040-25011040
chr19:17699345-17699345	chr19:17838345-17838345
chr2:219604270-219604270	chr2:219896026-219896026
chr9:89692727-89692727	chr9:90502907-90502907
chr19:49625431-49625431	chr19:44933591-44933591
chr6:50094655-50094655	chr6:49986696-49986696
chr2:25843954-25843954	chr2:25990450-25990450
chr1:199348005-199348005	chr1:201081382-201081382
chr3:42655202-42655202	chr3:42680198-42680198
chr18:42403594-42403594	chr18:44149596-44149596
chr6:13709069-13709069	chr6:13601090-13601090
chr19:45695317-45695317	chr19:41003477-41003477
chr1:242782642-242782642	chr1:244716019-244716019
chr1:12844188-12844188	chr1:12921601-12921601
chr3:46561719-46561719	chr3:46586715-46586715
chr15:43198769-43198769	chr15:45411477-45411477
chr4:169574448-169574448	chr4:169337873-169337873
chr8:140700412-140700412	chr8:140631230-140631230
chr5:140769367-140769367	chr5:140789183-140789183
chr17:6624668-6624668	chr17:6683944-6683944
chr1:59846065-59846065	chr1:60073477-60073477
chr22:49001725-49001725	chr22:50659598-50659598
chr3:44943341-44943341	chr3:44968337-44968337
chr1:212881845-212881848	chr1:214815222-214815225
chr20:3793437-3793437	chr20:3845437-3845437
chr6:132212840-132212840	chr6:132171147-132171147
chrX:117586145-117586145	chrX:117702117-117702117
chr4:143401142-143401142	chr4:143181692-143181692
chr15:77077591-77077591	chr15:79290536-79290536
chr1:38000053-38000053	chr1:38227466-38227466
chr14:93902401-93902401	chr14:94832648-94832648
chr5:140553852-140553852	chr5:140573668-140573668
chrX:24456122-24456122	chrX:24546201-24546201
chr2:46839495-46839495	chr2:46985991-46985991
chr17:45789130-45789130	chr17:48434131-48434131
chr12:122898471-122898471	chr12:124332518-124332518
chr3:75801058-75801058	chr3:75718368-75718368
chrX:80071783-80071783	chrX:80185127-80185127
chrX:106352657-106352657	chrX:106466001-106466001
chrX:404552-404552	chrX:484552-484552
chr1:240228882-240228882	chr1:242162259-242162259
chr6:97783939-97783939	chr6:97677218-97677218
chr20:33331326-33331326	chr20:33867912-33867912
chr2:27441092-27441092	chr2:27587588-27587588
chr8:99230401-99230401	chr8:99161225-99161225
chrX:3040320-3040320	chrX:3030320-3030320
chr17:71903448-71903448	chr17:74391853-74391853
chrX:16611234-16611234	chrX:16701313-16701313
chr3:199331628-199331628	chr3:197847231-197847231
chr20:5230804-5230804	chr20:5282804-5282804
chr8:101063380-101063380	chr8:100994204-100994204
chr5:148372352-148372352	chr5:148392159-148392159
chr13:83353226-83353226	chr13:84455225-84455225
chr6:126375627-126375627	chr6:126333934-126333934
chr5:9682690-9682690	chr5:9629690-9629690
chr21:36508694-36508694	chr21:37586824-37586824
chr3:196938476-196938476	chr3:195452805-195452805
chr2:114142547-114142547	chr2:114426077-114426077
chr11:92174136-92174136	chr11:92534488-92534488
chrX:41440285-41440285	chrX:41555341-41555341
chrX:109583200-109583200	chrX:109696544-109696544
chr17:40344267-40344267	chr17:42988741-42988741
chr12:108021451-108021451	chr12:109537068-109537068
chr2:21086705-21086705	chr2:21233200-21233200
